_id,CODST,ALT,LAT,LON,DATCLIM,TMED,TMAX,TMIN,R24
1,15020,161.00,47.7355556,26.6455556,2000-01-01T00:00:00,-2.9,-0.8,-5.4,0.5
2,15020,161.00,47.7355556,26.6455556,2000-01-02T00:00:00,-1.2,0.4,-2.1,
3,15020,161.00,47.7355556,26.6455556,2000-01-03T00:00:00,-2.9,0.3,-7.5,0.5
4,15020,161.00,47.7355556,26.6455556,2000-01-04T00:00:00,0.8,4.4,-0.5,
5,15020,161.00,47.7355556,26.6455556,2000-01-05T00:00:00,0.8,2.8,-1.0,1.2
6,15020,161.00,47.7355556,26.6455556,2000-01-06T00:00:00,1.8,2.7,0.8,1.7
7,15020,161.00,47.7355556,26.6455556,2000-01-07T00:00:00,1.4,4.1,-0.4,
8,15020,161.00,47.7355556,26.6455556,2000-01-08T00:00:00,-1.6,0.4,-5.0,
9,15020,161.00,47.7355556,26.6455556,2000-01-09T00:00:00,-5.1,-2.8,-6.0,
10,15020,161.00,47.7355556,26.6455556,2000-01-10T00:00:00,-5.5,-4.2,-7.5,
11,15020,161.00,47.7355556,26.6455556,2000-01-11T00:00:00,-0.8,1.4,-6.4,2.3
12,15020,161.00,47.7355556,26.6455556,2000-01-12T00:00:00,-1.2,0.3,-2.0,0.5
13,15020,161.00,47.7355556,26.6455556,2000-01-13T00:00:00,-4.7,-1.6,-6.0,
14,15020,161.00,47.7355556,26.6455556,2000-01-14T00:00:00,-8.6,-4.8,-12.3,
15,15020,161.00,47.7355556,26.6455556,2000-01-15T00:00:00,-5.9,-2.7,-10.6,
16,15020,161.00,47.7355556,26.6455556,2000-01-16T00:00:00,-2.6,-1.1,-5.0,0.0
17,15020,161.00,47.7355556,26.6455556,2000-01-17T00:00:00,-4.4,0.6,-8.0,0.7
18,15020,161.00,47.7355556,26.6455556,2000-01-18T00:00:00,-0.8,0.2,-1.5,1.2
19,15020,161.00,47.7355556,26.6455556,2000-01-19T00:00:00,-2.1,-0.3,-3.8,1.6
20,15020,161.00,47.7355556,26.6455556,2000-01-20T00:00:00,-4.3,-0.5,-7.1,0.0
21,15020,161.00,47.7355556,26.6455556,2000-01-21T00:00:00,-0.7,3.9,-4.5,1.0
22,15020,161.00,47.7355556,26.6455556,2000-01-22T00:00:00,-8.1,-4.4,-12.2,0.5
23,15020,161.00,47.7355556,26.6455556,2000-01-23T00:00:00,-9.8,-6.6,-13.9,
24,15020,161.00,47.7355556,26.6455556,2000-01-24T00:00:00,-9.7,-8.9,-11.2,3.7
25,15020,161.00,47.7355556,26.6455556,2000-01-25T00:00:00,-12.2,-7.8,-17.4,0.0
26,15020,161.00,47.7355556,26.6455556,2000-01-26T00:00:00,-5.5,-2.2,-12.9,0.0
27,15020,161.00,47.7355556,26.6455556,2000-01-27T00:00:00,0.5,3.4,-3.2,0.1
28,15020,161.00,47.7355556,26.6455556,2000-01-28T00:00:00,1.6,5.4,-0.9,
29,15020,161.00,47.7355556,26.6455556,2000-01-29T00:00:00,1.0,6.0,-2.6,
30,15020,161.00,47.7355556,26.6455556,2000-01-30T00:00:00,3.9,8.2,-0.8,1.5
31,15020,161.00,47.7355556,26.6455556,2000-01-31T00:00:00,3.9,7.3,-0.3,
32,15020,161.00,47.7355556,26.6455556,2000-02-01T00:00:00,5.3,8.5,3.2,
33,15020,161.00,47.7355556,26.6455556,2000-02-02T00:00:00,7.5,11.2,3.4,
34,15020,161.00,47.7355556,26.6455556,2000-02-03T00:00:00,5.3,8.0,2.5,0.6
35,15020,161.00,47.7355556,26.6455556,2000-02-04T00:00:00,0.0,4.7,-2.4,0.2
36,15020,161.00,47.7355556,26.6455556,2000-02-05T00:00:00,3.5,7.4,-3.2,0.2
37,15020,161.00,47.7355556,26.6455556,2000-02-06T00:00:00,6.1,8.5,4.2,2.8
38,15020,161.00,47.7355556,26.6455556,2000-02-07T00:00:00,8.6,15.5,3.8,
39,15020,161.00,47.7355556,26.6455556,2000-02-08T00:00:00,9.0,14.8,2.6,
40,15020,161.00,47.7355556,26.6455556,2000-02-09T00:00:00,8.5,13.1,4.3,
41,15020,161.00,47.7355556,26.6455556,2000-02-10T00:00:00,5.4,11.0,2.7,
42,15020,161.00,47.7355556,26.6455556,2000-02-11T00:00:00,3.1,10.2,-1.2,
43,15020,161.00,47.7355556,26.6455556,2000-02-12T00:00:00,2.5,3.8,-0.8,
44,15020,161.00,47.7355556,26.6455556,2000-02-13T00:00:00,1.8,6.4,-2.0,
45,15020,161.00,47.7355556,26.6455556,2000-02-14T00:00:00,1.4,3.6,-1.0,0.0
46,15020,161.00,47.7355556,26.6455556,2000-02-15T00:00:00,0.3,4.6,-3.5,
47,15020,161.00,47.7355556,26.6455556,2000-02-16T00:00:00,2.1,9.0,-1.8,
48,15020,161.00,47.7355556,26.6455556,2000-02-17T00:00:00,1.7,7.7,-4.0,
49,15020,161.00,47.7355556,26.6455556,2000-02-18T00:00:00,1.1,5.3,-0.4,2.5
50,15020,161.00,47.7355556,26.6455556,2000-02-19T00:00:00,-0.9,4.0,-3.6,3.8
51,15020,161.00,47.7355556,26.6455556,2000-02-20T00:00:00,-1.0,5.2,-6.0,
52,15020,161.00,47.7355556,26.6455556,2000-02-21T00:00:00,0.1,1.8,-1.0,0.0
53,15020,161.00,47.7355556,26.6455556,2000-02-22T00:00:00,-2.0,0.0,-3.7,0.1
54,15020,161.00,47.7355556,26.6455556,2000-02-23T00:00:00,-3.6,0.4,-7.2,
55,15020,161.00,47.7355556,26.6455556,2000-02-24T00:00:00,-1.8,2.8,-3.8,
56,15020,161.00,47.7355556,26.6455556,2000-02-25T00:00:00,1.3,6.0,-4.0,0.1
57,15020,161.00,47.7355556,26.6455556,2000-02-26T00:00:00,1.7,5.2,0.0,3.3
58,15020,161.00,47.7355556,26.6455556,2000-02-27T00:00:00,3.0,5.8,1.2,
59,15020,161.00,47.7355556,26.6455556,2000-02-28T00:00:00,1.8,8.7,-3.5,
60,15020,161.00,47.7355556,26.6455556,2000-02-29T00:00:00,3.5,12.4,-2.3,
61,15020,161.00,47.7355556,26.6455556,2000-03-01T00:00:00,3.8,11.0,-2.2,
62,15020,161.00,47.7355556,26.6455556,2000-03-02T00:00:00,4.2,8.5,0.5,
63,15020,161.00,47.7355556,26.6455556,2000-03-03T00:00:00,3.8,9.6,1.4,0.5
64,15020,161.00,47.7355556,26.6455556,2000-03-04T00:00:00,6.2,11.5,0.5,
65,15020,161.00,47.7355556,26.6455556,2000-03-05T00:00:00,2.4,10.0,0.5,1.3
66,15020,161.00,47.7355556,26.6455556,2000-03-06T00:00:00,-0.3,4.4,-3.0,0.2
67,15020,161.00,47.7355556,26.6455556,2000-03-07T00:00:00,4.3,14.2,-2.0,
68,15020,161.00,47.7355556,26.6455556,2000-03-08T00:00:00,10.1,15.2,6.6,
69,15020,161.00,47.7355556,26.6455556,2000-03-09T00:00:00,12.0,18.9,8.4,0.0
70,15020,161.00,47.7355556,26.6455556,2000-03-10T00:00:00,3.6,10.0,-0.5,4.5
71,15020,161.00,47.7355556,26.6455556,2000-03-11T00:00:00,2.3,7.5,-1.1,0.0
72,15020,161.00,47.7355556,26.6455556,2000-03-12T00:00:00,1.0,3.9,0.1,2.3
73,15020,161.00,47.7355556,26.6455556,2000-03-13T00:00:00,0.3,5.6,-4.4,
74,15020,161.00,47.7355556,26.6455556,2000-03-14T00:00:00,1.6,10.1,-5.6,
75,15020,161.00,47.7355556,26.6455556,2000-03-15T00:00:00,5.1,11.2,1.4,0.1
76,15020,161.00,47.7355556,26.6455556,2000-03-16T00:00:00,1.3,6.0,-3.0,
77,15020,161.00,47.7355556,26.6455556,2000-03-17T00:00:00,-0.3,4.5,-3.4,
78,15020,161.00,47.7355556,26.6455556,2000-03-18T00:00:00,-0.5,5.5,-4.6,
79,15020,161.00,47.7355556,26.6455556,2000-03-19T00:00:00,-0.3,4.1,-3.0,0.5
80,15020,161.00,47.7355556,26.6455556,2000-03-20T00:00:00,-0.2,1.1,-1.3,4.0
81,15020,161.00,47.7355556,26.6455556,2000-03-21T00:00:00,0.7,3.5,-1.1,0.5
82,15020,161.00,47.7355556,26.6455556,2000-03-22T00:00:00,1.3,6.6,-4.1,
83,15020,161.00,47.7355556,26.6455556,2000-03-23T00:00:00,7.5,15.5,1.6,
84,15020,161.00,47.7355556,26.6455556,2000-03-24T00:00:00,5.7,10.6,4.4,
85,15020,161.00,47.7355556,26.6455556,2000-03-25T00:00:00,5.8,12.0,0.6,0.1
86,15020,161.00,47.7355556,26.6455556,2000-03-26T00:00:00,8.6,15.6,3.8,1.4
87,15020,161.00,47.7355556,26.6455556,2000-03-27T00:00:00,8.8,15.2,2.4,
88,15020,161.00,47.7355556,26.6455556,2000-03-28T00:00:00,8.1,12.5,6.5,1.6
89,15020,161.00,47.7355556,26.6455556,2000-03-29T00:00:00,6.3,9.4,3.0,
90,15020,161.00,47.7355556,26.6455556,2000-03-30T00:00:00,8.2,12.5,5.4,0.0
91,15020,161.00,47.7355556,26.6455556,2000-03-31T00:00:00,10.2,16.4,6.2,4.0
92,15020,161.00,47.7355556,26.6455556,2000-04-01T00:00:00,12.4,20.1,6.0,
93,15020,161.00,47.7355556,26.6455556,2000-04-02T00:00:00,11.1,16.7,7.4,14.5
94,15020,161.00,47.7355556,26.6455556,2000-04-03T00:00:00,11.2,16.7,6.6,2.1
95,15020,161.00,47.7355556,26.6455556,2000-04-04T00:00:00,11.4,15.2,8.3,
96,15020,161.00,47.7355556,26.6455556,2000-04-05T00:00:00,12.0,22.4,4.3,2.7
97,15020,161.00,47.7355556,26.6455556,2000-04-06T00:00:00,8.6,13.5,2.3,3.4
98,15020,161.00,47.7355556,26.6455556,2000-04-07T00:00:00,2.1,4.3,0.4,0.1
99,15020,161.00,47.7355556,26.6455556,2000-04-08T00:00:00,4.8,8.4,2.3,
100,15020,161.00,47.7355556,26.6455556,2000-04-09T00:00:00,3.7,6.7,0.4,
101,15020,161.00,47.7355556,26.6455556,2000-04-10T00:00:00,5.3,11.3,-1.4,
102,15020,161.00,47.7355556,26.6455556,2000-04-11T00:00:00,7.9,14.7,-0.8,
103,15020,161.00,47.7355556,26.6455556,2000-04-12T00:00:00,10.0,17.0,3.1,
104,15020,161.00,47.7355556,26.6455556,2000-04-13T00:00:00,14.3,22.4,4.6,
105,15020,161.00,47.7355556,26.6455556,2000-04-14T00:00:00,15.7,21.3,10.1,
106,15020,161.00,47.7355556,26.6455556,2000-04-15T00:00:00,17.1,25.0,10.2,
107,15020,161.00,47.7355556,26.6455556,2000-04-16T00:00:00,16.6,24.2,10.2,
108,15020,161.00,47.7355556,26.6455556,2000-04-17T00:00:00,16.7,23.0,9.1,
109,15020,161.00,47.7355556,26.6455556,2000-04-18T00:00:00,17.6,25.1,3.0,
110,15020,161.00,47.7355556,26.6455556,2000-04-19T00:00:00,17.1,25.4,8.2,
111,15020,161.00,47.7355556,26.6455556,2000-04-20T00:00:00,18.1,24.6,10.5,
112,15020,161.00,47.7355556,26.6455556,2000-04-21T00:00:00,16.9,22.7,12.1,
113,15020,161.00,47.7355556,26.6455556,2000-04-22T00:00:00,13.4,15.6,11.8,15.0
114,15020,161.00,47.7355556,26.6455556,2000-04-23T00:00:00,15.7,20.2,12.4,0.5
115,15020,161.00,47.7355556,26.6455556,2000-04-24T00:00:00,14.4,17.1,12.8,4.2
116,15020,161.00,47.7355556,26.6455556,2000-04-25T00:00:00,14.5,17.8,12.0,
117,15020,161.00,47.7355556,26.6455556,2000-04-26T00:00:00,16.1,22.4,9.5,
118,15020,161.00,47.7355556,26.6455556,2000-04-27T00:00:00,17.2,24.0,9.9,
119,15020,161.00,47.7355556,26.6455556,2000-04-28T00:00:00,17.7,26.0,9.2,
120,15020,161.00,47.7355556,26.6455556,2000-04-29T00:00:00,19.0,25.5,11.4,
121,15020,161.00,47.7355556,26.6455556,2000-04-30T00:00:00,18.2,26.9,9.4,
122,15020,161.00,47.7355556,26.6455556,2000-05-01T00:00:00,18.7,26.5,9.4,
123,15020,161.00,47.7355556,26.6455556,2000-05-02T00:00:00,12.3,22.4,8.8,0.1
124,15020,161.00,47.7355556,26.6455556,2000-05-03T00:00:00,8.1,16.6,-2.1,
125,15020,161.00,47.7355556,26.6455556,2000-05-04T00:00:00,11.3,20.4,-0.4,
126,15020,161.00,47.7355556,26.6455556,2000-05-05T00:00:00,14.2,23.2,5.4,
127,15020,161.00,47.7355556,26.6455556,2000-05-06T00:00:00,17.2,24.4,7.2,
128,15020,161.00,47.7355556,26.6455556,2000-05-07T00:00:00,17.2,22.0,12.0,
129,15020,161.00,47.7355556,26.6455556,2000-05-08T00:00:00,13.3,20.8,2.3,
130,15020,161.00,47.7355556,26.6455556,2000-05-09T00:00:00,15.8,25.7,3.5,
131,15020,161.00,47.7355556,26.6455556,2000-05-10T00:00:00,19.1,28.8,9.8,
132,15020,161.00,47.7355556,26.6455556,2000-05-11T00:00:00,19.4,24.8,13.8,2.8
133,15020,161.00,47.7355556,26.6455556,2000-05-12T00:00:00,17.7,22.0,13.3,
134,15020,161.00,47.7355556,26.6455556,2000-05-13T00:00:00,11.6,17.2,4.2,
135,15020,161.00,47.7355556,26.6455556,2000-05-14T00:00:00,14.5,21.8,6.4,
136,15020,161.00,47.7355556,26.6455556,2000-05-15T00:00:00,17.9,23.8,11.4,
137,15020,161.00,47.7355556,26.6455556,2000-05-16T00:00:00,20.5,28.0,11.4,
138,15020,161.00,47.7355556,26.6455556,2000-05-17T00:00:00,20.6,27.2,10.5,
139,15020,161.00,47.7355556,26.6455556,2000-05-18T00:00:00,19.2,29.7,12.0,
140,15020,161.00,47.7355556,26.6455556,2000-05-19T00:00:00,20.2,29.5,11.0,
141,15020,161.00,47.7355556,26.6455556,2000-05-20T00:00:00,18.3,24.0,13.8,2.1
142,15020,161.00,47.7355556,26.6455556,2000-05-21T00:00:00,13.7,19.0,10.5,2.8
143,15020,161.00,47.7355556,26.6455556,2000-05-22T00:00:00,16.7,22.7,8.4,
144,15020,161.00,47.7355556,26.6455556,2000-05-23T00:00:00,15.8,21.0,11.2,
145,15020,161.00,47.7355556,26.6455556,2000-05-24T00:00:00,15.7,22.4,10.8,0.3
146,15020,161.00,47.7355556,26.6455556,2000-05-25T00:00:00,18.6,25.0,10.0,
147,15020,161.00,47.7355556,26.6455556,2000-05-26T00:00:00,20.1,28.5,8.6,
148,15020,161.00,47.7355556,26.6455556,2000-05-27T00:00:00,21.5,29.5,12.0,
149,15020,161.00,47.7355556,26.6455556,2000-05-28T00:00:00,23.1,30.2,14.5,
150,15020,161.00,47.7355556,26.6455556,2000-05-29T00:00:00,24.4,29.5,15.6,
151,15020,161.00,47.7355556,26.6455556,2000-05-30T00:00:00,14.9,26.8,12.6,5.2
152,15020,161.00,47.7355556,26.6455556,2000-05-31T00:00:00,15.5,22.1,8.0,0.2
153,15020,161.00,47.7355556,26.6455556,2000-06-01T00:00:00,14.8,19.5,13.0,0.4
154,15020,161.00,47.7355556,26.6455556,2000-06-02T00:00:00,16.8,22.5,11.2,
155,15020,161.00,47.7355556,26.6455556,2000-06-03T00:00:00,19.3,26.2,8.4,
156,15020,161.00,47.7355556,26.6455556,2000-06-04T00:00:00,21.1,30.0,9.0,
157,15020,161.00,47.7355556,26.6455556,2000-06-05T00:00:00,24.3,32.6,11.7,
158,15020,161.00,47.7355556,26.6455556,2000-06-06T00:00:00,25.2,33.6,13.0,
159,15020,161.00,47.7355556,26.6455556,2000-06-07T00:00:00,22.6,32.0,17.0,0.5
160,15020,161.00,47.7355556,26.6455556,2000-06-08T00:00:00,18.1,23.2,13.5,
161,15020,161.00,47.7355556,26.6455556,2000-06-09T00:00:00,19.7,25.6,11.6,
162,15020,161.00,47.7355556,26.6455556,2000-06-10T00:00:00,19.9,27.2,8.8,
163,15020,161.00,47.7355556,26.6455556,2000-06-11T00:00:00,22.3,30.2,12.4,
164,15020,161.00,47.7355556,26.6455556,2000-06-12T00:00:00,25.0,33.6,15.0,
165,15020,161.00,47.7355556,26.6455556,2000-06-13T00:00:00,26.1,30.4,20.4,
166,15020,161.00,47.7355556,26.6455556,2000-06-14T00:00:00,23.2,34.1,15.1,0.1
167,15020,161.00,47.7355556,26.6455556,2000-06-15T00:00:00,25.1,31.2,19.0,
168,15020,161.00,47.7355556,26.6455556,2000-06-16T00:00:00,15.3,26.3,9.2,8.2
169,15020,161.00,47.7355556,26.6455556,2000-06-17T00:00:00,13.1,16.8,10.2,
170,15020,161.00,47.7355556,26.6455556,2000-06-18T00:00:00,11.6,17.6,9.2,1.2
171,15020,161.00,47.7355556,26.6455556,2000-06-19T00:00:00,13.2,18.6,6.8,
172,15020,161.00,47.7355556,26.6455556,2000-06-20T00:00:00,17.1,22.6,8.4,
173,15020,161.00,47.7355556,26.6455556,2000-06-21T00:00:00,20.3,25.6,14.8,16.3
174,15020,161.00,47.7355556,26.6455556,2000-06-22T00:00:00,22.3,29.6,13.1,
175,15020,161.00,47.7355556,26.6455556,2000-06-23T00:00:00,23.7,30.0,15.6,
176,15020,161.00,47.7355556,26.6455556,2000-06-24T00:00:00,24.7,32.4,16.4,
177,15020,161.00,47.7355556,26.6455556,2000-06-25T00:00:00,23.3,29.2,16.0,0.5
178,15020,161.00,47.7355556,26.6455556,2000-06-26T00:00:00,17.8,25.2,14.6,3.8
179,15020,161.00,47.7355556,26.6455556,2000-06-27T00:00:00,15.3,19.5,11.2,
180,15020,161.00,47.7355556,26.6455556,2000-06-28T00:00:00,15.0,21.0,9.0,
181,15020,161.00,47.7355556,26.6455556,2000-06-29T00:00:00,16.6,24.6,7.0,
182,15020,161.00,47.7355556,26.6455556,2000-06-30T00:00:00,18.8,24.2,13.6,0.2
183,15020,161.00,47.7355556,26.6455556,2000-07-01T00:00:00,19.5,26.8,9.6,
184,15020,161.00,47.7355556,26.6455556,2000-07-02T00:00:00,21.5,31.2,14.8,3.4
185,15020,161.00,47.7355556,26.6455556,2000-07-03T00:00:00,21.2,30.3,14.5,18.5
186,15020,161.00,47.7355556,26.6455556,2000-07-04T00:00:00,23.0,29.2,17.0,1.7
187,15020,161.00,47.7355556,26.6455556,2000-07-05T00:00:00,25.8,29.2,23.1,
188,15020,161.00,47.7355556,26.6455556,2000-07-06T00:00:00,20.7,27.7,17.4,0.1
189,15020,161.00,47.7355556,26.6455556,2000-07-07T00:00:00,20.7,25.6,15.4,2.9
190,15020,161.00,47.7355556,26.6455556,2000-07-08T00:00:00,21.0,26.2,13.4,23.8
191,15020,161.00,47.7355556,26.6455556,2000-07-09T00:00:00,17.7,23.6,15.6,20.8
192,15020,161.00,47.7355556,26.6455556,2000-07-10T00:00:00,17.2,23.2,11.5,3.6
193,15020,161.00,47.7355556,26.6455556,2000-07-11T00:00:00,21.3,29.9,12.0,
194,15020,161.00,47.7355556,26.6455556,2000-07-12T00:00:00,24.6,32.0,18.1,
195,15020,161.00,47.7355556,26.6455556,2000-07-13T00:00:00,16.6,24.4,14.0,81.2
196,15020,161.00,47.7355556,26.6455556,2000-07-14T00:00:00,14.5,18.6,10.0,31.7
197,15020,161.00,47.7355556,26.6455556,2000-07-15T00:00:00,18.0,24.4,10.0,
198,15020,161.00,47.7355556,26.6455556,2000-07-16T00:00:00,16.8,21.9,12.6,4.9
199,15020,161.00,47.7355556,26.6455556,2000-07-17T00:00:00,17.4,22.2,13.6,
200,15020,161.00,47.7355556,26.6455556,2000-07-18T00:00:00,17.8,21.6,15.0,0.4
201,15020,161.00,47.7355556,26.6455556,2000-07-19T00:00:00,17.5,21.2,14.0,0.3
202,15020,161.00,47.7355556,26.6455556,2000-07-20T00:00:00,18.3,22.6,15.2,
203,15020,161.00,47.7355556,26.6455556,2000-07-21T00:00:00,19.4,24.6,14.5,
204,15020,161.00,47.7355556,26.6455556,2000-07-22T00:00:00,19.5,26.1,13.2,
205,15020,161.00,47.7355556,26.6455556,2000-07-23T00:00:00,20.2,26.6,13.2,
206,15020,161.00,47.7355556,26.6455556,2000-07-24T00:00:00,21.4,26.2,15.2,
207,15020,161.00,47.7355556,26.6455556,2000-07-25T00:00:00,24.1,30.6,17.6,
208,15020,161.00,47.7355556,26.6455556,2000-07-26T00:00:00,25.6,30.6,18.4,
209,15020,161.00,47.7355556,26.6455556,2000-07-27T00:00:00,21.5,28.0,17.2,0.9
210,15020,161.00,47.7355556,26.6455556,2000-07-28T00:00:00,21.5,26.0,16.0,
211,15020,161.00,47.7355556,26.6455556,2000-07-29T00:00:00,21.1,26.0,18.0,5.3
212,15020,161.00,47.7355556,26.6455556,2000-07-30T00:00:00,21.2,25.7,17.2,
213,15020,161.00,47.7355556,26.6455556,2000-07-31T00:00:00,18.7,23.1,15.8,
214,15020,161.00,47.7355556,26.6455556,2000-08-01T00:00:00,18.4,23.5,13.6,
215,15020,161.00,47.7355556,26.6455556,2000-08-02T00:00:00,19.5,24.0,12.4,
216,15020,161.00,47.7355556,26.6455556,2000-08-03T00:00:00,21.4,28.0,14.2,
217,15020,161.00,47.7355556,26.6455556,2000-08-04T00:00:00,23.1,32.6,13.5,
218,15020,161.00,47.7355556,26.6455556,2000-08-05T00:00:00,23.0,28.7,17.5,
219,15020,161.00,47.7355556,26.6455556,2000-08-06T00:00:00,23.6,29.8,16.5,
220,15020,161.00,47.7355556,26.6455556,2000-08-07T00:00:00,25.3,32.7,17.6,
221,15020,161.00,47.7355556,26.6455556,2000-08-08T00:00:00,19.3,28.7,17.4,1.6
222,15020,161.00,47.7355556,26.6455556,2000-08-09T00:00:00,19.1,24.6,13.4,
223,15020,161.00,47.7355556,26.6455556,2000-08-10T00:00:00,20.4,27.5,14.0,
224,15020,161.00,47.7355556,26.6455556,2000-08-11T00:00:00,21.9,30.0,13.4,
225,15020,161.00,47.7355556,26.6455556,2000-08-12T00:00:00,22.4,31.1,15.0,
226,15020,161.00,47.7355556,26.6455556,2000-08-13T00:00:00,22.8,31.5,14.4,
227,15020,161.00,47.7355556,26.6455556,2000-08-14T00:00:00,21.9,27.2,16.0,
228,15020,161.00,47.7355556,26.6455556,2000-08-15T00:00:00,22.1,27.0,17.6,
229,15020,161.00,47.7355556,26.6455556,2000-08-16T00:00:00,23.1,30.6,16.8,
230,15020,161.00,47.7355556,26.6455556,2000-08-17T00:00:00,23.4,30.5,14.8,
231,15020,161.00,47.7355556,26.6455556,2000-08-18T00:00:00,24.4,33.5,16.3,
232,15020,161.00,47.7355556,26.6455556,2000-08-19T00:00:00,25.7,35.2,17.4,
233,15020,161.00,47.7355556,26.6455556,2000-08-20T00:00:00,27.8,35.9,18.8,
234,15020,161.00,47.7355556,26.6455556,2000-08-21T00:00:00,27.8,37.6,20.0,
235,15020,161.00,47.7355556,26.6455556,2000-08-22T00:00:00,29.4,38.6,21.1,
236,15020,161.00,47.7355556,26.6455556,2000-08-23T00:00:00,22.4,31.0,18.8,0.1
237,15020,161.00,47.7355556,26.6455556,2000-08-24T00:00:00,20.1,24.3,17.4,0.1
238,15020,161.00,47.7355556,26.6455556,2000-08-25T00:00:00,17.4,25.2,12.0,0.6
239,15020,161.00,47.7355556,26.6455556,2000-08-26T00:00:00,13.6,16.0,11.5,0.1
240,15020,161.00,47.7355556,26.6455556,2000-08-27T00:00:00,13.8,14.8,12.2,23.8
241,15020,161.00,47.7355556,26.6455556,2000-08-28T00:00:00,18.0,24.5,13.5,0.7
242,15020,161.00,47.7355556,26.6455556,2000-08-29T00:00:00,16.7,23.8,10.5,
243,15020,161.00,47.7355556,26.6455556,2000-08-30T00:00:00,16.9,23.4,10.5,
244,15020,161.00,47.7355556,26.6455556,2000-08-31T00:00:00,17.8,24.8,9.5,
245,15020,161.00,47.7355556,26.6455556,2000-09-01T00:00:00,17.9,22.4,15.2,2.1
246,15020,161.00,47.7355556,26.6455556,2000-09-02T00:00:00,17.5,21.0,15.4,22.6
247,15020,161.00,47.7355556,26.6455556,2000-09-03T00:00:00,17.0,24.4,9.6,
248,15020,161.00,47.7355556,26.6455556,2000-09-04T00:00:00,18.0,23.6,11.7,
249,15020,161.00,47.7355556,26.6455556,2000-09-05T00:00:00,14.8,20.4,13.0,0.9
250,15020,161.00,47.7355556,26.6455556,2000-09-06T00:00:00,13.5,17.5,10.6,6.0
251,15020,161.00,47.7355556,26.6455556,2000-09-07T00:00:00,13.6,18.0,10.6,
252,15020,161.00,47.7355556,26.6455556,2000-09-08T00:00:00,13.5,18.0,10.5,
253,15020,161.00,47.7355556,26.6455556,2000-09-09T00:00:00,14.0,22.0,8.4,
254,15020,161.00,47.7355556,26.6455556,2000-09-10T00:00:00,15.4,25.0,7.8,
255,15020,161.00,47.7355556,26.6455556,2000-09-11T00:00:00,16.8,24.6,8.5,
256,15020,161.00,47.7355556,26.6455556,2000-09-12T00:00:00,18.8,24.0,15.5,
257,15020,161.00,47.7355556,26.6455556,2000-09-13T00:00:00,17.7,22.4,13.2,
258,15020,161.00,47.7355556,26.6455556,2000-09-14T00:00:00,19.5,27.4,14.5,
259,15020,161.00,47.7355556,26.6455556,2000-09-15T00:00:00,15.7,20.0,12.4,5.0
260,15020,161.00,47.7355556,26.6455556,2000-09-16T00:00:00,11.4,17.2,4.5,
261,15020,161.00,47.7355556,26.6455556,2000-09-17T00:00:00,15.0,20.0,11.5,0.4
262,15020,161.00,47.7355556,26.6455556,2000-09-18T00:00:00,14.6,21.8,10.6,
263,15020,161.00,47.7355556,26.6455556,2000-09-19T00:00:00,11.5,14.8,9.0,0.5
264,15020,161.00,47.7355556,26.6455556,2000-09-20T00:00:00,13.1,16.0,11.4,0.8
265,15020,161.00,47.7355556,26.6455556,2000-09-21T00:00:00,11.9,14.4,10.2,
266,15020,161.00,47.7355556,26.6455556,2000-09-22T00:00:00,11.1,12.0,9.5,5.5
267,15020,161.00,47.7355556,26.6455556,2000-09-23T00:00:00,10.9,12.6,3.0,0.5
268,15020,161.00,47.7355556,26.6455556,2000-09-24T00:00:00,9.4,14.1,4.2,
269,15020,161.00,47.7355556,26.6455556,2000-09-25T00:00:00,7.8,14.7,1.2,
270,15020,161.00,47.7355556,26.6455556,2000-09-26T00:00:00,9.7,15.3,5.6,
271,15020,161.00,47.7355556,26.6455556,2000-09-27T00:00:00,9.8,16.4,4.4,
272,15020,161.00,47.7355556,26.6455556,2000-09-28T00:00:00,9.1,17.9,0.8,
273,15020,161.00,47.7355556,26.6455556,2000-09-29T00:00:00,10.1,17.5,3.6,
274,15020,161.00,47.7355556,26.6455556,2000-09-30T00:00:00,11.8,19.0,5.3,
275,15020,161.00,47.7355556,26.6455556,2000-10-01T00:00:00,13.0,19.6,7.6,
276,15020,161.00,47.7355556,26.6455556,2000-10-02T00:00:00,14.6,19.7,9.4,
277,15020,161.00,47.7355556,26.6455556,2000-10-03T00:00:00,15.5,22.4,11.4,
278,15020,161.00,47.7355556,26.6455556,2000-10-04T00:00:00,14.7,24.0,9.1,
279,15020,161.00,47.7355556,26.6455556,2000-10-05T00:00:00,12.9,20.7,5.6,
280,15020,161.00,47.7355556,26.6455556,2000-10-06T00:00:00,10.6,19.0,2.8,
281,15020,161.00,47.7355556,26.6455556,2000-10-07T00:00:00,11.1,19.4,4.0,
282,15020,161.00,47.7355556,26.6455556,2000-10-08T00:00:00,11.1,17.4,5.8,
283,15020,161.00,47.7355556,26.6455556,2000-10-09T00:00:00,7.3,14.0,0.3,
284,15020,161.00,47.7355556,26.6455556,2000-10-10T00:00:00,6.0,10.1,0.4,
285,15020,161.00,47.7355556,26.6455556,2000-10-11T00:00:00,7.9,14.7,1.4,
286,15020,161.00,47.7355556,26.6455556,2000-10-12T00:00:00,10.5,16.6,4.6,
287,15020,161.00,47.7355556,26.6455556,2000-10-13T00:00:00,15.3,18.3,12.1,
288,15020,161.00,47.7355556,26.6455556,2000-10-14T00:00:00,13.0,17.0,9.8,
